Date,City,Country,Latitude,Longitude,Max Temp (f),Humidity (%),Cloud Cover (%),Wind Speed (mph)
11/16/21,Upernavik,GL,72.7868,-56.1549,1.76,64,67,6.58
11/16/21,Tiksi,RU,71.6872,128.8694,-5.57,89,100,4.65
11/16/21,Rafaela,AR,-31.2503,-61.4867,72.99,56,50,1.99
11/16/21,San Cristobal,VE,7.7669,-72.225,69.98,79,91,1.28
11/16/21,Loandjili,CG,-4.7561,11.8578,80.22,83,100,6.58
11/16/21,Port Blair,IN,11.6667,92.75,83.98,75,72,11.18
11/16/21,George Town,MY,5.4112,100.3354,89.53,79,20,8.01
11/16/21,Leh,IN,34.1667,77.5833,21.83,45,0,2.64
11/16/21,Sidi Ali,DZ,36.0998,0.4206,54.09,77,29,3.87
11/16/21,Kahului,US,20.8947,-156.47,78.84,86,40,6.91
11/16/21,Millinocket,US,45.6573,-68.7098,37.42,87,90,5.75
11/16/21,Puerto Castilla,HN,16.0167,-85.9667,75.11,77,46,5.84
11/16/21,Uray,RU,60.1247,64.7758,16.45,86,56,11.81
11/16/21,Chokurdakh,RU,70.6333,147.9167,9.54,96,100,4.21
11/16/21,Barrow,US,71.2906,-156.7887,3.22,72,90,16.11
11/16/21,Kholodnyy,RU,62.7167,147.95,-11.34,100,57,5.01
11/16/21,Chui,UY,-33.6971,-53.4616,64.31,95,25,8.46
11/16/21,Estelle,US,29.8458,-90.1067,61.0,84,0,5.06
11/16/21,‘Āhuimanu,US,21.4447,-157.8378,76.75,76,75,4.61
11/16/21,Yellowknife,CA,62.456,-114.3525,13.41,95,40,4.61
11/16/21,East London,ZA,-33.0153,27.9116,69.64,64,95,17.65
11/16/21,Henties Bay,NA,-22.116,14.2845,60.85,82,73,1.57
11/16/21,Salalah,OM,17.0151,54.0924,84.29,23,0,12.66
11/16/21,Ishigaki,JP,24.3448,124.1572,78.93,65,40,11.5
11/16/21,Olafsvik,IS,64.8945,-23.7142,41.45,68,100,17.13
11/16/21,Tasiilaq,GL,65.6145,-37.6368,26.76,62,75,11.48
11/16/21,Bud,US,39.447,-86.1758,38.21,91,73,6.24
11/16/21,Teknāf,BD,20.8624,92.3058,85.1,64,21,6.15
11/16/21,Puerto El Triunfo,SV,13.2833,-88.55,80.76,85,94,5.06
11/16/21,Husavik,IS,66.0449,-17.3389,35.51,76,16,13.91
11/16/21,San Patricio,US,28.017,-97.5169,73.83,77,0,11.86
11/16/21,Leningradskiy,RU,69.3833,178.4167,3.65,98,99,8.03
11/16/21,Gulu,UG,2.7746,32.299,76.41,54,83,2.01
11/16/21,Mossamedes,AO,-15.1961,12.1522,74.75,74,88,7.29
11/16/21,Iqaluit,CA,63.7506,-68.5145,-4.27,77,20,13.8
11/16/21,Chipata,ZM,-13.6333,32.65,76.37,48,97,12.17
11/16/21,Longyearbyen,SJ,78.2186,15.6401,19.24,63,20,23.02
11/16/21,Ürümqi,CN,43.801,87.6005,25.75,100,90,2.24
11/16/21,Youkounkoun,GN,12.5333,-13.1333,72.28,55,10,3.11
11/16/21,Klaksvík,FO,62.2266,-6.589,49.12,95,100,32.19
11/16/21,Khandyga,RU,62.6667,135.6,-7.2,96,100,0.54
11/16/21,Narsaq,GL,60.9167,-46.05,10.62,72,0,6.4
11/16/21,Champerico,GT,14.3,-91.9167,82.04,79,28,3.85
11/16/21,Kaeo,NZ,-35.1,173.7833,72.32,68,57,8.52
11/16/21,Novobirilyussy,RU,56.9514,90.6661,15.19,82,100,7.65
11/16/21,Mogzon,RU,51.7435,111.9606,31.82,44,100,2.66
11/16/21,Port-Gentil,GA,-0.7193,8.7815,78.76,89,90,11.5
11/16/21,Inhambane,MZ,-23.865,35.3833,80.58,78,75,11.99
11/16/21,Hīt,IQ,33.6416,42.8251,70.38,36,98,6.26
11/16/21,La Libertad,EC,-2.2333,-80.9,67.95,83,100,10.6
11/16/21,Soc Trang,VN,9.6033,105.98,76.96,91,100,8.79
11/16/21,Pisco,PE,-13.7,-76.2167,62.65,88,20,9.22
11/16/21,Galle,LK,6.0367,80.217,81.36,82,100,15.39
11/16/21,Saint George,US,37.1041,-113.5841,65.35,42,1,3.44
11/16/21,Borba,BR,-4.3878,-59.5939,73.13,98,96,2.46
11/16/21,Lagoa,PT,39.05,-27.9833,65.68,84,0,17.38
11/16/21,Hervey Bay,AU,-25.2986,152.8535,84.31,66,2,15.26
11/16/21,Guerrero Negro,MX,27.9769,-114.0611,68.34,64,0,9.37
11/16/21,Kiryat Gat,IL,31.61,34.7642,69.4,52,1,2.86
11/16/21,Sterling,US,39.0062,-77.4286,40.14,69,75,3.0
11/16/21,Naze,JP,28.3667,129.4833,70.72,59,18,10.11
11/16/21,Bilma,NE,18.6853,12.9164,73.96,20,59,6.29
11/16/21,Kamenka,RU,51.3223,42.7678,25.59,75,21,4.09
11/16/21,Vila Franca do Campo,PT,37.7167,-25.4333,65.19,81,72,10.83
11/16/21,Vostok,RU,46.4856,135.8833,24.01,82,97,10.58
11/16/21,Wazirabad,PK,32.4458,74.1159,62.58,21,1,2.17
11/16/21,Orizona,BR,-17.0314,-48.2958,65.37,88,99,9.48
11/16/21,Tekeli,KZ,44.83,78.8239,37.29,73,100,4.36
11/16/21,Amga,RU,60.8953,131.9608,-3.17,99,94,0.98
11/16/21,Touros,BR,-5.1989,-35.4608,79.7,77,6,13.06
11/16/21,Diamantino,BR,-14.4086,-56.4461,72.39,98,100,3.94
11/16/21,Macalelon,PH,13.7469,122.1386,83.43,80,87,9.4
11/16/21,Lamesa,US,32.7376,-101.951,56.08,19,18,10.56
11/16/21,Arlit,NE,18.7369,7.3853,73.22,23,25,10.45
11/16/21,Flinders,AU,-34.5833,150.8552,66.79,54,10,10.83
11/16/21,Giruá,BR,-28.0283,-54.3497,75.69,72,89,5.57
11/16/21,Lodja,CD,-3.4833,23.4333,71.31,96,100,1.45
11/16/21,Baringo,KE,0.4667,35.9667,78.24,46,76,3.33
11/16/21,Aswān,EG,24.0934,32.907,69.1,56,0,6.91
11/16/21,Bouaké,CI,7.6895,-5.0218,74.62,80,81,3.91
11/16/21,Sarany,RU,58.5,58.8833,14.13,90,100,12.48
11/16/21,Road Town,VG,18.4167,-64.6167,80.01,68,8,20.07
11/16/21,Najrān,SA,17.4924,44.1277,65.05,26,0,2.71
11/16/21,Dhidhdhoo,MV,6.8833,73.1,81.16,80,79,17.65
11/16/21,Luanda,AO,-8.8368,13.2343,77.0,88,75,5.75
11/16/21,Rumoi,JP,43.9344,141.6428,40.06,63,99,18.86
11/16/21,Minudasht,IR,37.2289,55.3747,51.37,82,90,4.61
11/16/21,Cayenne,GF,4.9333,-52.3333,75.09,90,75,3.44
11/16/21,Zofingen,CH,47.2878,7.9459,45.72,97,100,0.6
11/16/21,Kangaatsiaq,GL,68.3065,-53.4641,18.79,84,99,2.86
11/16/21,Norden,DE,53.6,7.2,41.94,91,100,5.75
11/16/21,Poum,NC,-20.2333,164.0167,80.58,74,60,9.1
11/16/21,Chapais,CA,49.7834,-74.8492,24.58,88,100,10.42
11/16/21,Namatanai,PG,-3.6667,152.4333,82.74,74,100,6.44
11/16/21,Luangwa,ZM,-15.6167,30.4167,84.96,46,0,7.78
11/16/21,Alvin,US,29.4238,-95.2441,69.03,91,1,3.44
11/16/21,Yatou,CN,37.15,122.3833,54.75,50,6,5.01
11/16/21,Severo-Kuril'sk,RU,50.6789,156.125,35.15,62,75,23.67
11/16/21,Playas,EC,-2.6333,-80.3833,69.04,82,98,10.47
11/16/21,Deputatsky,RU,69.3,139.9,-1.01,97,100,3.24
11/16/21,Fortuna,US,40.5982,-124.1573,54.48,75,90,5.01
11/16/21,Young,UY,-32.6833,-57.6333,75.22,80,58,4.47
11/16/21,Saskylakh,RU,71.9167,114.0833,-28.32,100,70,3.74
11/16/21,Kruisfontein,ZA,-34.0033,24.7314,68.88,75,99,17.36
11/16/21,Gogrial,SS,8.5332,28.1004,83.44,28,33,0.92
11/16/21,Korba,IN,22.35,82.6833,83.52,51,12,4.16
11/16/21,Tegul'det,RU,57.3064,88.1667,10.69,72,82,4.61
11/16/21,Tuatapere,NZ,-46.1333,167.6833,50.72,73,100,11.1
11/16/21,Qixingtai,CN,30.4135,111.8874,69.75,35,68,10.38
11/16/21,Avenal,US,36.0041,-120.129,58.53,56,100,4.36
11/16/21,Kyshtovka,RU,56.555,76.6271,11.48,85,85,10.51
11/16/21,Thompson,CA,55.7435,-97.8558,26.76,93,90,3.44
11/16/21,Kargil,IN,34.5667,76.1,22.1,39,0,2.48
11/16/21,Lages,BR,-27.8161,-50.3261,57.9,93,91,5.14
11/16/21,Muyinga Province,BI,-2.8333,30.3333,67.33,75,82,1.74
11/16/21,Neftçala,AZ,39.3742,49.2472,46.53,62,100,41.67
11/16/21,Katsuura,JP,35.1333,140.3,64.44,76,54,16.71
11/16/21,São Filipe,CV,14.8961,-24.4956,76.08,77,97,5.3
11/16/21,Shelburne,CA,44.0787,-80.2041,33.76,98,50,7.56
11/16/21,Soroti,UG,1.7146,33.6111,77.86,46,86,5.91
11/16/21,Chimoré,BO,-16.9833,-65.1333,72.09,92,100,0.49
11/16/21,Talara,PE,-4.5772,-81.2719,63.61,87,40,13.85
11/16/21,Conceição do Araguaia,BR,-8.2578,-49.2647,71.82,97,79,0.78
11/16/21,Faanui,PF,-16.4833,-151.75,80.71,76,99,7.25
11/16/21,Stromness,GB,58.965,-3.296,50.25,89,100,3.0
11/16/21,Duluth,US,46.7833,-92.1066,30.29,86,90,1.01
11/16/21,Esperance,AU,-33.8667,121.9,76.84,70,85,12.97
11/16/21,Saint-Philippe,RE,-21.3585,55.7679,83.75,70,56,10.94
11/16/21,Angoche,MZ,-16.2325,39.9086,85.01,66,79,3.85
11/16/21,Whittlesea,ZA,-32.1759,26.8244,65.14,35,30,8.63
11/16/21,Zaranj,AF,30.9667,61.8833,58.96,29,2,6.06
11/16/21,Ishim,RU,56.1128,69.4902,13.86,89,81,9.86
11/16/21,Ahipara,NZ,-35.1667,173.1667,65.59,81,73,8.9
11/16/21,Lompoc,US,34.6391,-120.4579,55.08,97,90,0.0
11/16/21,Shebalino,RU,51.2917,85.6772,23.88,55,90,8.16
11/16/21,Port Hawkesbury,CA,45.6169,-61.3485,44.19,84,40,14.0
11/16/21,Oyama,JP,36.3,139.8,63.82,70,96,6.85
11/16/21,Half Moon Bay,US,37.4636,-122.4286,59.88,94,90,0.0
11/16/21,Camaná,PE,-16.6228,-72.7111,63.99,84,100,6.64
11/16/21,Sabang,ID,5.8933,95.3214,80.49,76,100,2.86
11/16/21,Wajir,KE,1.7471,40.0573,78.76,78,75,2.3
11/16/21,Haimen,CN,23.1935,116.6142,78.69,58,10,9.19
11/16/21,Hofn,IS,64.2539,-15.2082,39.33,74,37,26.51
11/16/21,Saldanha,ZA,-33.0117,17.9442,63.79,80,70,14.99
11/16/21,Mehamn,NO,71.0357,27.8492,41.18,70,40,17.27
11/16/21,Saint-Augustin,CA,51.226,-58.6502,36.79,97,100,21.09
11/16/21,Los Llanos de Aridane,ES,28.6585,-17.9182,62.35,73,20,7.0
11/16/21,Kletskaya,RU,49.3145,43.0584,27.75,73,40,6.98
11/16/21,Oranjestad,AW,12.524,-70.027,80.92,82,14,19.82
11/16/21,Oranjemund,NA,-28.55,16.4333,63.01,82,4,12.08
11/16/21,Samarai,PG,-10.6167,150.6667,84.67,75,82,10.69
11/16/21,Sioux Lookout,CA,50.1001,-91.917,25.18,86,90,5.75
11/16/21,Massakory,TD,12.996,15.7293,78.64,15,84,8.19
11/16/21,Lyuban',BY,52.7985,28.0048,26.04,86,11,6.42
11/16/21,Kaffrine,SN,14.1059,-15.5508,76.86,56,75,7.54
11/16/21,Trabzon Province,TR,40.9167,39.8333,51.89,67,75,9.22
11/16/21,Khor,RU,47.8861,134.9464,26.94,84,18,13.15
11/16/21,Farim,GW,12.4839,-15.2217,72.12,80,29,1.12
11/16/21,Batticaloa,LK,7.7102,81.6924,83.77,71,60,4.68
11/16/21,Usinsk,RU,65.9939,57.5281,14.27,92,100,7.45
11/16/21,San Quintín,MX,30.4833,-115.95,64.11,71,0,2.44
11/16/21,Saint-Raymond,CA,45.467,-73.6095,35.91,79,75,2.3
11/16/21,Peniche,PT,39.3558,-9.3811,56.62,61,100,6.26
11/16/21,Ipswich,GB,52.0592,1.1555,49.78,82,90,1.14
11/16/21,Cidreira,BR,-30.1811,-50.2056,67.78,88,43,18.63
11/16/21,Fethiye,TR,36.6217,29.1164,49.87,39,38,3.76
11/16/21,Uvalde,US,29.3669,-99.767,65.59,54,1,0.0
11/16/21,Dīr,PK,35.2058,71.8756,60.87,14,9,1.81
11/16/21,Kavaratti,IN,10.5669,72.642,79.9,82,100,13.04
11/16/21,Saint Paul Harbor,US,57.79,-152.4072,18.91,86,1,6.91
11/16/21,Palomares,MX,17.15,-95.0667,63.41,91,38,5.46
11/16/21,Port Lincoln,AU,-34.7333,135.8667,60.04,53,37,12.41
11/16/21,Sortland,NO,68.6949,15.4162,44.55,93,94,9.91
11/16/21,Usevya,TZ,-7.1,31.2333,77.23,53,100,7.61
11/16/21,Bridgewater,CA,44.3835,-64.5155,40.68,88,26,14.0
11/16/21,Buraidah,SA,26.326,43.975,66.65,35,5,12.64
11/16/21,Kulhudhuffushi,MV,6.6221,73.07,81.27,79,71,18.23
11/16/21,Zhigansk,RU,66.7697,123.3711,-24.09,100,91,0.51
11/16/21,Caohai,CN,26.8661,104.2841,40.21,92,100,3.83
11/16/21,Grand-Lahou,CI,5.1367,-5.0242,78.39,83,69,6.13
11/16/21,Aklavik,CA,68.2191,-135.0107,0.43,96,100,4.56
11/16/21,Debre Tabor,ET,11.85,38.0167,59.81,52,17,4.63
11/16/21,Nevşehir,TR,38.9167,34.6667,25.81,93,20,0.0
11/16/21,Verkhnevilyuysk,RU,63.4453,120.3167,3.6,96,99,4.0
11/16/21,Chul'man,RU,56.8479,124.9104,12.22,84,97,0.89
11/16/21,Shitkino,RU,56.3703,98.3543,29.3,86,98,11.59
11/16/21,Horsens,DK,55.8607,9.8503,44.76,86,98,4.72
11/16/21,Banda Aceh,ID,5.5577,95.3222,80.73,78,100,0.6
11/16/21,Chicama,PE,-7.8447,-79.1469,62.29,89,74,4.83
11/16/21,Kendari,ID,-3.945,122.4989,83.21,71,100,7.27
11/16/21,Kampong Thom,KH,12.7111,104.8887,85.6,71,80,10.45
11/16/21,Isfahan,IR,32.6572,51.6776,46.04,27,60,0.02
11/16/21,Bambanglipuro,ID,-7.95,110.2833,69.6,72,98,3.58
11/16/21,Nicoya,CR,10.1483,-85.452,76.55,92,4,1.25
11/16/21,Voskresenskoye,RU,56.8381,45.4317,24.08,87,99,13.82
11/16/21,Malakwal,PK,32.5536,73.2123,75.54,16,2,2.44
11/16/21,Camacha,PT,33.0833,-16.3333,63.36,72,20,5.75
11/16/21,Adrar,MR,20.5022,-10.0711,69.96,33,98,8.75
11/16/21,Toora-Khem,RU,52.4675,96.11,23.09,61,100,11.39
11/16/21,Praia da Vitória,PT,38.7333,-27.0667,66.45,88,20,14.09
11/16/21,Corrente,BR,-3.7367,-43.3394,72.07,97,37,3.06
11/16/21,Corcoran,US,36.098,-119.5604,56.44,59,98,5.7
11/16/21,Belmonte,BR,-15.8631,-38.8828,73.9,95,100,8.23
11/16/21,San Angelo,US,31.4638,-100.437,66.54,66,1,5.01
11/16/21,Shihezi,CN,44.3,86.0333,41.79,60,91,11.63
11/16/21,Vila Velha,BR,-20.3297,-40.2925,66.94,96,75,3.44
11/16/21,Conway,US,35.0887,-92.4421,61.7,95,75,0.0
11/16/21,Tolmachëvo,RU,54.9824,82.7363,17.42,85,75,4.47
11/16/21,Torbat-e Jām,IR,35.244,60.6225,54.27,30,99,1.57
11/16/21,Guánica,PR,17.9716,-66.908,77.32,81,27,1.01
11/16/21,Elmina,GH,5.0898,-1.348,78.57,84,44,5.97
11/16/21,Ambon City,ID,-3.6954,128.1814,87.94,70,40,9.22
11/16/21,Fostoria,US,41.157,-83.4169,34.9,88,93,1.99
11/16/21,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,25.32
11/16/21,Lorengau,PG,-2.0226,147.2712,84.11,68,95,4.07
11/16/21,Northam,GB,51.0333,-4.2167,53.1,97,100,8.43
11/16/21,Laas,IT,46.6166,10.7002,39.02,81,95,1.16
11/16/21,San Jose,US,37.3394,-121.895,60.42,88,90,0.0
11/16/21,Crestview,US,30.7621,-86.5705,57.24,93,1,0.0
11/16/21,Port Said,EG,31.2565,32.2841,67.98,88,22,3.44
11/16/21,Sosnovka,RU,56.255,51.2842,20.23,78,99,10.29
11/16/21,Santiago del Estero,AR,-27.7951,-64.2615,77.0,70,100,9.48
11/16/21,Krasnyy Chikoy,RU,50.3643,108.7512,35.04,45,100,1.95
11/16/21,Erzin,TR,36.9559,36.2,46.92,30,0,0.76
11/16/21,Auki,SB,-8.7676,160.7034,83.3,71,76,1.74
11/16/21,Lagunas,PE,-5.2269,-75.6753,73.74,92,99,2.19
11/16/21,Fare,PF,-16.7,-151.0167,81.16,75,88,9.19
11/16/21,Howard Springs,AU,-12.497,131.047,98.51,24,99,3.91
11/16/21,Kungurtug,RU,50.5994,97.5228,25.9,63,64,11.45
11/16/21,Hasaki,JP,35.7333,140.8333,61.2,79,79,22.1
11/16/21,Dubbo,AU,-32.25,148.6167,69.93,32,40,10.36
11/16/21,West Bay,KY,19.3667,-81.4167,79.07,87,88,5.99
11/16/21,Kieta,PG,-6.2167,155.6333,83.17,75,100,3.44
11/16/21,Ossora,RU,59.2353,163.0719,33.39,99,100,24.96
11/16/21,Plettenberg Bay,ZA,-34.0527,23.3716,63.86,83,100,8.81
11/16/21,Koster,ZA,-25.863,26.8976,73.9,46,0,16.64
11/16/21,Moncton,CA,46.1159,-64.8019,39.79,96,90,24.16
11/16/21,Gigmoto,PH,13.7796,124.39,82.54,83,89,9.04
11/16/21,Aranos,NA,-24.1333,19.1167,81.48,19,96,12.5
11/16/21,Olinda,BR,-8.0089,-34.8553,80.33,74,40,10.36
11/16/21,Bandarbeyla,SO,9.4942,50.8122,80.85,60,100,11.63
11/16/21,Tortolì,IT,39.9256,9.6572,55.22,82,40,6.91
11/16/21,Rock Sound,BS,24.9,-76.2,77.14,72,100,21.45
11/16/21,Chachapoyas,PE,-6.2317,-77.869,52.54,97,96,2.06
11/16/21,Zyryanka,RU,65.75,150.85,-9.29,100,69,1.68
11/16/21,Karratha,AU,-20.7377,116.8463,88.45,32,33,14.81
11/16/21,Ridgecrest,US,35.6225,-117.6709,61.61,26,75,3.44
11/16/21,Nemuro,JP,43.3236,145.575,46.83,62,46,16.89
11/16/21,Maumere,ID,-8.6199,122.2111,84.0,71,95,3.91
11/16/21,Brae,GB,60.3964,-1.353,49.91,87,100,28.25
11/16/21,Jati,PK,24.3539,68.2671,85.08,11,3,10.02
11/16/21,Berlevåg,NO,70.8578,29.0864,41.0,90,99,6.62
11/16/21,Berezovyy,RU,51.6667,135.7,22.06,59,0,3.65
11/16/21,San Policarpo,PH,12.1791,125.5072,82.42,82,67,11.81
11/16/21,Kharabali,RU,47.4196,47.2568,27.75,51,39,17.25
11/16/21,Mbuji-Mayi,CD,-6.15,23.6,72.9,89,97,4.03
11/16/21,Grindavik,IS,63.8424,-22.4338,36.07,93,75,18.41
11/16/21,Sitka,US,57.0531,-135.33,33.69,80,75,6.91
