Date,City,Country,Latitude,Longitude,Max Temp (f),Humidity (%),Cloud Cover (%),Wind Speed (mph)
11/15/21,Sakaiminato,JP,35.55,133.2333,66.18,48,75,10.36
11/15/21,Boueni,YT,-12.9025,45.0761,85.98,70,1,4.23
11/15/21,Mbuyapey,PY,-26.2,-56.75,64.42,97,96,1.81
11/15/21,Hong Kong,HK,22.2855,114.1577,77.04,55,53,3.0
11/15/21,Torbay,CA,47.6666,-52.7314,46.67,89,75,27.63
11/15/21,Rāvar,IR,31.2656,56.8055,57.0,31,12,2.17
11/15/21,Mehamn,NO,71.0357,27.8492,32.18,87,100,9.19
11/15/21,Lunca Banului,RO,46.595,28.1683,46.18,73,73,4.63
11/15/21,São Filipe,CV,14.8961,-24.4956,75.81,75,44,8.05
11/15/21,Mahébourg,MU,-20.4081,57.7,82.69,65,40,11.5
11/15/21,Guerrero Negro,MX,27.9769,-114.0611,68.76,58,0,6.96
11/15/21,Ouro Sogui,SN,15.6064,-13.3211,81.68,36,74,8.05
11/15/21,Yerbogachën,RU,61.2767,108.0108,20.39,95,100,4.88
11/15/21,Bako,ET,5.7833,36.5667,68.81,68,94,1.61
11/15/21,Fairbanks,US,64.8378,-147.7164,-6.7,79,75,3.44
11/15/21,Bahía Blanca,AR,-38.7196,-62.2724,60.91,38,79,9.8
11/15/21,Tougue,GN,11.4667,-11.6,65.16,53,75,2.62
11/15/21,Erenhot,CN,43.6475,111.9767,29.84,70,2,5.68
11/15/21,Grand Gaube,MU,-20.0064,57.6608,82.8,66,74,10.0
11/15/21,Airai,TL,-8.9266,125.4092,62.08,94,100,2.89
11/15/21,Geraldton,AU,-28.7667,114.6,75.61,57,0,11.5
11/15/21,Hambantota,LK,6.1241,81.1185,86.34,79,40,13.8
11/15/21,Itacoatiara,BR,-3.1431,-58.4442,74.43,96,97,0.4
11/15/21,Sobolevo,RU,54.4299,31.8996,28.87,92,75,6.67
11/15/21,Mitú,CO,1.1983,-70.1733,71.64,99,100,2.37
11/15/21,Kayerkan,RU,69.3497,87.7602,-3.77,98,99,7.05
11/15/21,Upernavik,GL,72.7868,-56.1549,-0.54,75,4,7.2
11/15/21,Cabedelo,BR,-6.9811,-34.8339,75.87,81,10,10.16
11/15/21,Hamilton,US,39.1834,-84.5333,36.37,76,20,3.0
11/15/21,Lock Haven,US,41.137,-77.4469,38.53,96,100,5.82
11/15/21,Utinga,BR,-5.8172,-35.3954,81.0,83,40,5.75
11/15/21,‘Ewa Beach,US,21.3156,-158.0072,78.75,72,20,0.0
11/15/21,Aktanysh,RU,55.7216,54.0829,17.02,87,100,3.38
11/15/21,Sunyani,GH,7.3399,-2.3268,70.14,97,85,3.04
11/15/21,Casa Grande,US,32.8795,-111.7573,70.02,25,1,0.0
11/15/21,Tupik,RU,54.4253,119.9327,23.95,50,23,2.1
11/15/21,Sitka,US,57.0531,-135.33,33.69,86,90,3.44
11/15/21,Newport,GB,51.5877,-2.9984,49.62,92,40,1.77
11/15/21,Chui,UY,-33.6971,-53.4616,62.11,94,7,4.7
11/15/21,Sirmaur,IN,24.85,81.3833,76.19,37,4,5.88
11/15/21,Sur,OM,22.5667,59.5289,82.31,44,0,12.03
11/15/21,Kazygurt,KZ,41.7589,69.3864,46.33,55,71,7.36
11/15/21,Sokol,RU,59.4617,40.1206,28.36,78,99,6.78
11/15/21,Vardø,NO,70.3705,31.1107,26.8,70,100,24.96
11/15/21,Henties Bay,NA,-22.116,14.2845,59.86,79,93,9.42
11/15/21,Marshall,US,34.3834,-86.3333,46.15,67,1,0.0
11/15/21,Marau,BR,-28.4492,-52.2,62.91,66,94,6.67
11/15/21,Mīzan Teferī,ET,6.9833,35.5833,68.34,87,80,0.43
11/15/21,Tahe,CN,52.3333,124.7333,26.37,47,97,4.97
11/15/21,Katsuura,JP,35.1333,140.3,64.51,66,37,12.33
11/15/21,Camacha,PT,33.0833,-16.3333,63.36,72,20,4.61
11/15/21,Kota Belud,MY,6.351,116.4305,85.86,79,98,6.33
11/15/21,Honiara,SB,-9.4333,159.95,83.93,74,87,4.63
11/15/21,Marsh Harbour,BS,26.5412,-77.0636,75.7,73,100,10.16
11/15/21,Shaowu,CN,27.3409,117.4831,68.99,47,47,3.11
11/15/21,Olovyannaya,RU,50.95,115.5667,34.0,51,35,6.64
11/15/21,Cherskiy,RU,68.75,161.3,1.87,98,95,0.65
11/15/21,Kānt,IN,27.8,79.8,75.36,37,0,0.81
11/15/21,Laguna,US,38.421,-121.4238,61.21,95,90,0.0
11/15/21,Labuhan,ID,-6.8844,112.2051,79.83,81,100,6.11
11/15/21,Garoowe,SO,8.4054,48.4845,77.95,43,29,10.58
11/15/21,Anyang,CN,36.0994,114.3289,57.69,41,6,10.36
11/15/21,Kenai,US,60.5544,-151.2583,7.03,89,1,0.0
11/15/21,Mandera,KE,3.9366,41.867,82.74,59,48,9.31
11/15/21,Walvis Bay,NA,-22.9575,14.5053,60.1,77,83,6.87
11/15/21,Mbanza-Ngungu,CD,-5.25,14.8667,69.67,96,96,5.03
11/15/21,Ilhabela,BR,-23.7781,-45.3581,67.98,85,85,8.79
11/15/21,Avera,US,33.194,-82.5271,49.87,64,0,8.84
11/15/21,San Luis,AR,-33.295,-66.3356,63.34,40,0,12.5
11/15/21,Nouadhibou,MR,20.931,-17.0347,69.78,68,97,6.91
11/15/21,Talcahuano,CL,-36.7167,-73.1167,55.08,82,40,4.61
11/15/21,Asha,RU,54.9973,57.2722,17.06,89,99,1.34
11/15/21,Redea,RO,44.05,24.3,42.94,85,98,5.1
11/15/21,Salantai,LT,56.0667,21.5667,33.3,91,14,6.93
11/15/21,Half Moon Bay,US,37.4636,-122.4286,64.72,84,1,0.0
11/15/21,Dvinskoy,RU,62.1535,45.1175,17.85,94,11,4.38
11/15/21,Tiksi,RU,71.6872,128.8694,-14.24,98,46,6.8
11/15/21,Belmonte,BR,-15.8631,-38.8828,68.5,91,100,12.01
11/15/21,Poum,NC,-20.2333,164.0167,80.49,79,65,12.17
11/15/21,Tura,IN,25.5198,90.2201,76.15,48,0,2.86
11/15/21,Melfi,IT,40.9965,15.6514,49.23,89,100,1.16
11/15/21,Tanout,NE,14.9709,8.8879,75.0,17,74,8.1
11/15/21,Saint-Philippe,RE,-21.3585,55.7679,85.48,66,55,12.88
11/15/21,Iracoubo,GF,5.4802,-53.2011,77.18,88,98,8.03
11/15/21,Longyearbyen,SJ,78.2186,15.6401,17.44,62,20,20.71
11/15/21,Lompoc,US,34.6391,-120.4579,72.52,67,1,3.44
11/15/21,Luanda,AO,-8.8368,13.2343,77.88,80,100,7.87
11/15/21,Nemuro,JP,43.3236,145.575,45.03,72,79,10.87
11/15/21,Rūdbār,AF,30.15,62.6,57.6,39,0,9.37
11/15/21,Dakar,SN,14.6937,-17.4441,77.88,75,62,13.09
11/15/21,Alta,NO,69.9689,23.2717,27.66,87,90,10.36
11/15/21,Kanniyākumāri,IN,8.0833,77.5667,83.41,74,77,17.36
11/15/21,Madarounfa,NE,13.3087,7.156,75.79,21,96,7.07
11/15/21,Pevek,RU,69.7008,170.3133,20.86,90,100,5.17
11/15/21,La Ronge,CA,55.1001,-105.2842,30.45,93,90,1.14
11/15/21,Broome,US,42.2506,-75.833,38.19,84,90,3.0
11/15/21,Whitehorse,CA,60.7161,-135.0538,16.57,86,90,6.91
11/15/21,Klaksvík,FO,62.2266,-6.589,45.52,78,33,27.25
11/15/21,Koutsouras,GR,35.0339,25.9469,65.1,76,96,7.72
11/15/21,Puerto Ayora,EC,-0.7393,-90.3518,67.19,82,54,8.23
11/15/21,Gazimurskiy Zavod,RU,51.5461,118.3266,27.99,59,45,3.2
11/15/21,Ca Mau,VN,9.1769,105.15,82.9,82,97,8.28
11/15/21,Bonavista,CA,48.6499,-53.1147,48.11,89,70,20.89
11/15/21,Alofi,NU,-19.0595,-169.9187,76.89,61,20,10.36
11/15/21,Scarborough,GB,54.2797,-0.4044,50.07,91,24,3.0
11/15/21,Kahului,US,20.8947,-156.47,77.02,91,1,3.44
11/15/21,Tiznit Province,MA,29.5833,-9.5,51.42,76,0,0.98
11/15/21,Alta Floresta,BR,-9.8756,-56.0861,69.93,95,100,2.15
11/15/21,Mayahi,NE,13.9553,7.6712,76.17,18,90,7.63
11/15/21,Baykit,RU,61.67,96.37,21.34,95,100,2.86
11/15/21,Puerto Colombia,CO,10.9878,-74.9547,80.69,80,16,17.63
11/15/21,Tazmalt,DZ,36.3868,4.3989,54.7,86,29,3.91
11/15/21,Waingapu,ID,-9.6567,120.2641,83.73,74,77,6.44
11/15/21,Merced,US,37.1666,-120.7516,56.01,69,90,3.0
11/15/21,Goderich,CA,43.7501,-81.7165,34.92,86,100,3.44
11/15/21,Carnarvon,AU,-24.8667,113.6333,77.07,57,1,20.71
11/15/21,San Lazaro,BZ,18.0387,-88.6622,70.5,98,99,5.75
11/15/21,Vila Franca do Campo,PT,37.7167,-25.4333,67.19,87,58,17.65
11/15/21,Killybegs,IE,54.6333,-8.45,44.46,84,81,9.82
11/15/21,Zavodouspenskoye,RU,56.8626,65.0155,7.02,78,33,4.56
11/15/21,Devils Lake,US,48.1128,-98.8651,28.38,93,90,8.01
11/15/21,General Roca,AR,-39.0333,-67.5833,61.2,47,0,7.54
11/15/21,Departamento de Maldonado,UY,-34.6667,-54.9167,56.59,64,0,5.01
11/15/21,Polunochnoye,RU,60.8697,60.4153,18.32,75,100,7.72
11/15/21,Zabaykal'sk,RU,49.6333,117.3167,33.22,53,10,11.21
11/15/21,Yārāda,IN,17.65,83.2667,86.32,74,40,8.05
11/15/21,Mount Isa,AU,-20.7333,139.5,85.77,13,0,12.66
11/15/21,Sawang Daen Din,TH,17.4753,103.4575,87.19,56,71,5.37
11/15/21,Russell,US,32.3502,-85.1999,49.23,81,1,4.61
11/15/21,Portland,US,45.5234,-122.6762,61.9,86,90,4.0
11/15/21,Kota Kinabalu,MY,5.9749,116.0724,85.98,74,20,4.61
11/15/21,Mizdah,LY,31.4451,12.9801,55.04,53,0,7.31
11/15/21,Te Anau,NZ,-45.4167,167.7167,47.95,93,100,3.83
11/15/21,College,US,64.8569,-147.8028,-2.54,79,75,3.44
11/15/21,Nakhon Phanom,TH,17.3333,104.4167,85.8,48,70,5.06
11/15/21,Launceston,AU,-41.45,147.1667,54.61,42,40,8.01
11/15/21,Berlevåg,NO,70.8578,29.0864,25.84,82,100,23.2
11/15/21,Bubaque,GW,11.2833,-15.8333,82.96,66,63,4.38
11/15/21,Matagami,CA,49.7502,-77.6328,26.71,99,90,2.3
11/15/21,Port Hedland,AU,-20.3167,118.5667,93.25,22,35,20.71
11/15/21,Arman',RU,59.7,150.1667,30.02,91,100,3.42
11/15/21,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,40,0,20.71
11/15/21,Show Low,US,34.2542,-110.0298,40.71,44,1,0.0
11/15/21,Dessie,ET,11.1333,39.6333,60.33,50,42,4.9
11/15/21,Talnakh,RU,69.4865,88.3972,-6.99,97,100,10.13
11/15/21,Tabuk,PH,17.4189,121.4443,81.55,78,84,9.1
11/15/21,Zyryanka,RU,65.75,150.85,2.73,96,100,6.67
11/15/21,Lluta,PE,-16.0147,-72.0142,49.8,40,89,2.01
11/15/21,Thinadhoo,MV,0.5333,72.9333,82.67,73,79,13.4
11/15/21,Mitchell,US,43.7094,-98.0298,38.1,82,40,5.99
11/15/21,Acaraú,BR,-2.8856,-40.12,79.03,83,59,12.68
11/15/21,Bambous Virieux,MU,-20.3428,57.7575,82.65,65,40,11.5
11/15/21,Miramar,US,25.9873,-80.2323,66.99,80,1,4.61
11/15/21,Berdigestyakh,RU,62.0989,126.6992,-3.32,98,61,2.46
11/15/21,Muchkapskiy,RU,51.8513,42.4717,33.57,96,100,11.16
11/15/21,Singapore,SG,1.2897,103.8501,89.74,78,75,5.75
11/15/21,Rajapalaiyam,IN,9.45,77.5667,87.19,60,81,3.67
11/15/21,Brae,GB,60.3964,-1.353,49.91,84,100,15.01
11/15/21,Chifeng,CN,42.2683,118.9636,37.18,51,8,0.58
11/15/21,Jala,MX,21.0833,-104.4333,62.38,66,23,2.89
11/15/21,Visby,SE,57.6409,18.296,43.95,100,40,4.61
11/15/21,Tefé,BR,-3.3542,-64.7114,73.31,98,85,2.44
11/15/21,Lebu,CL,-37.6167,-73.65,52.12,90,46,11.7
11/15/21,Srednekolymsk,RU,67.45,153.6833,4.93,97,100,4.18
11/15/21,Severo-Kuril'sk,RU,50.6789,156.125,41.94,96,100,10.71
11/15/21,Oranjestad,AW,12.524,-70.027,82.35,78,20,11.5
11/15/21,Valledupar,CO,10.4631,-73.2532,72.5,71,28,4.52
11/15/21,Arauca,CO,7.0847,-70.7591,72.55,88,69,4.56
11/15/21,Mae Ramat,TH,16.984,98.5166,84.52,51,41,5.84
11/15/21,Melo,UY,-32.3667,-54.1833,61.34,96,26,4.72
11/15/21,Clyde River,CA,70.4692,-68.5914,5.29,69,48,5.73
11/15/21,Krasnoarmiys'k,UA,48.282,37.1758,34.38,76,60,8.88
11/15/21,Fort Nelson,CA,58.8053,-122.7002,11.79,85,90,2.3
11/15/21,Mossamedes,AO,-15.1961,12.1522,74.21,80,100,4.63
11/15/21,Inta,RU,66.0317,60.1659,13.77,94,89,14.43
11/15/21,Takoradze,GH,4.8845,-1.7554,77.83,87,56,4.81
11/15/21,Fuyu,CN,45.1833,124.8167,32.52,80,44,8.12
11/15/21,Dikson,RU,73.5069,80.5464,-7.73,99,99,5.35
11/15/21,Qui Nhon,VN,13.7667,109.2333,75.67,96,100,8.84
11/15/21,Hare Bay,CA,48.8499,-54.0148,40.35,84,62,13.58
11/15/21,Kigoma,TZ,-4.8769,29.6267,76.6,74,100,2.73
11/15/21,Tatvan,TR,38.5067,42.2817,29.26,32,100,1.34
11/15/21,Calvinia,ZA,-31.4707,19.776,77.41,21,13,2.64
11/15/21,Sungai Penuh,ID,-2.0833,101.3833,80.8,43,100,5.68
11/15/21,Nome,US,64.5011,-165.4064,23.07,68,90,6.91
11/15/21,Castaños,MX,26.7833,-101.4167,66.34,37,0,2.86
11/15/21,Taltal,CL,-25.4,-70.4833,58.57,84,24,2.59
11/15/21,Tondano,ID,1.3038,124.9112,77.09,74,100,0.87
11/15/21,Manta,EC,-0.95,-80.7333,69.58,88,90,9.22
11/15/21,Ust-Kuyga,RU,70.0167,135.6,-18.49,98,100,4.03
11/15/21,Abastumani,GE,41.7075,42.8457,32.92,46,100,1.21
11/15/21,Dhaka,BD,23.7104,90.4074,76.98,69,75,0.0
11/15/21,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,21.85
11/15/21,Orán,AR,-23.1322,-64.326,70.43,91,79,2.19
11/15/21,Praia,CV,14.9215,-23.5087,75.74,78,20,8.05
